,﻿recid,location,event,eventType,xcoord,ycoord,dt,_date,_time
510,4374,E LITTLE CREEK ROAD & FORT WORTH AVENUE                                                                                                                                                                 ,unnamed  (11/23/2014)                                                                               ,Flooded street                                    ,12136125.9999,3501252.74995,2014-12-24 16:45:51.000,12/24/2014,2014-12-24 16:45:51.000
511,4375,5TH BAY STREET & E OCEAN VIEW AVENUE                                                                                                                                                                    ,unnamed  (11/23/2014)                                                                               ,Flooded street                                    ,12151859.0001,3507840.50013,2014-12-24 19:14:19.000,12/24/2014,2014-12-24 19:14:19.000
512,4376,5200 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ,unnamed  (11/23/2014)                                                                               ,Flooded street                                    ,12125193.7245,3491096.65572,2015-01-18 11:22:45.000,1/18/2015 ,2015-01-18 11:22:45.000
513,4377,1000 BLOCK OF CRAIG STREET                                                                                                                                                                              ,unnamed  (11/23/2014)                                                                               ,Flooded street                                    ,12132312.0,3468059.74996,2015-01-18 11:23:28.000,1/18/2015 ,2015-01-18 11:23:28.000
514,4399,7800 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ,unnamed  (3/2/2015)                                                                                 ,Flooded street                                    ,12122732.4644,3501362.80493,2015-04-14 20:52:33.000,4/14/2015 ,2015-04-14 20:52:33.000
515,4400,300 BLOCK OF E LITTLE CREEK ROAD                                                                                                                                                                        ,unnamed  (3/2/2015)                                                                                 ,Flooded street                                    ,12136613.5334,3501468.00149,2015-04-14 20:53:00.000,4/14/2015 ,2015-04-14 20:53:00.000
516,4403,200 BLOCK OF HARVARD STREET                                                                                                                                                                             ,unnamed  (3/2/2015)                                                                                 ,Flooded street                                    ,12132465.0001,3497947.37506,2015-06-02 14:17:57.000,6/2/2015  ,2015-06-02 14:17:57.000
517,4404,900 BLOCK OF E OCEAN VIEW AVENUE                                                                                                                                                                        ,unnamed  (3/2/2015)                                                                                 ,Flooded street                                    ,12142917.4951,3512446.36929,2015-06-02 14:21:35.000,6/2/2015  ,2015-06-02 14:21:35.000
518,4405,1500 BLOCK OF E OCEAN VIEW AVENUE                                                                                                                                                                       ,unnamed  (3/2/2015)                                                                                 ,Flooded street                                    ,12146336.5191,3510066.57714,2015-06-02 14:21:57.000,6/2/2015  ,2015-06-02 14:21:57.000
519,4406,1600 BLOCK OF E OCEAN VIEW AVENUE                                                                                                                                                                       ,unnamed  (3/2/2015)                                                                                 ,Flooded street                                    ,12146800.2785,3509800.51554,2015-06-02 14:22:16.000,6/2/2015  ,2015-06-02 14:22:16.000
520,4407,200 BLOCK OF E LITTLE CREEK ROAD                                                                                                                                                                        ,unnamed  (3/2/2015)                                                                                 ,Flooded street                                    ,12135250.5,3500730.37505,2015-06-02 14:22:43.000,6/2/2015  ,2015-06-02 14:22:43.000
521,4408,1200 BLOCK OF JOHNSTONS ROAD                                                                                                                                                                            ,unnamed  (3/2/2015)                                                                                 ,Flooded street                                    ,12143939.305,3497912.30767,2015-06-02 14:58:16.000,6/2/2015  ,2015-06-02 14:58:16.000
522,4409,1300 BLOCK OF JOHNSTONS ROAD                                                                                                                                                                            ,unnamed  (3/2/2015)                                                                                 ,Flooded street                                    ,12144608.8933,3497967.91623,2015-06-02 14:58:38.000,6/2/2015  ,2015-06-02 14:58:38.000
523,4410,19TH BAY STREET & PLEASANT AVENUE                                                                                                                                                                       ,unnamed  (3/2/2015)                                                                                 ,Flooded street                                    ,12156459.7084,3505945.72229,2015-06-02 15:16:41.000,6/2/2015  ,2015-06-02 15:16:41.000
524,4429,2700 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ,unnamed  (7/2/2015)                                                                                 ,Flooded street                                    ,12125763.9999,3486459.25003,2015-07-04 21:42:42.000,7/4/2015  ,2015-07-04 21:42:42.000
525,4430,CROMWELL ROAD & TAIT TERRACE                                                                                                                                                                            ,unnamed  (7/2/2015)                                                                                 ,Flooded street                                    ,12141095.0001,3483362.50008,2015-07-11 13:37:00.000,7/11/2015 ,2015-07-11 13:37:00.000
526,4431,4100 BLOCK OF E VIRGINIA BEACH BOULEVARD                                                                                                                                                                ,unnamed  (7/2/2015)                                                                                 ,Flooded street                                    ,12146319.5,3479053.12512,2015-07-11 13:37:45.000,7/11/2015 ,2015-07-11 13:37:45.000
527,4432,5600 BLOCK OF RABY ROAD                                                                                                                                                                                 ,unnamed  (7/2/2015)                                                                                 ,Flooded street                                    ,12152146.0961,3480828.32583,2015-07-11 13:54:16.000,7/11/2015 ,2015-07-11 13:54:16.000
528,4433,2500 BLOCK OF BALLENTINE BOULEVARD                                                                                                                                                                      ,unnamed  (7/2/2015)                                                                                 ,Flooded street                                    ,12140651.5,3482898.62505,2015-07-11 14:02:59.000,7/11/2015 ,2015-07-11 14:02:59.000
529,4434,E VIRGINIA BEACH BOULEVARD & N NEWTOWN ROAD                                                                                                                                                             ,unnamed  (7/2/2015)                                                                                 ,Flooded street                                    ,12162301.4999,3478875.74993,2015-07-11 14:04:17.000,7/11/2015 ,2015-07-11 14:04:17.000
530,4435,RABY ROAD & E VIRGINIA BEACH BOULEVARD                                                                                                                                                                  ,unnamed  (7/2/2015)                                                                                 ,Flooded street                                    ,12150197.0931,3479271.81338,2015-07-11 14:07:01.000,7/11/2015 ,2015-07-11 14:07:01.000
531,4437,300 BLOCK OF SHIRLEY AVENUE                                                                                                                                                                             ,Thunderstorm (7/11/2015)                                                                            ,Flooded street                                    ,12129258.717,3481752.75737,2015-07-11 14:09:33.000,7/11/2015 ,2015-07-11 14:09:33.000
532,4438,LLEWELLYN AVENUE & SHIRLEY AVENUE                                                                                                                                                                       ,Thunderstorm (7/11/2015)                                                                            ,Flooded street                                    ,12129725.0,3481565.87505,2015-07-11 14:10:38.000,7/11/2015 ,2015-07-11 14:10:38.000
533,4439,ROBIN HOOD ROAD & SHERWOOD FOREST LANE                                                                                                                                                                  ,Thunderstorm (7/11/2015)                                                                            ,Flooded street                                    ,12144687.0,3486649.49986,2015-07-11 14:19:18.000,7/11/2015 ,2015-07-11 14:19:18.000
534,4440,LINDENWOOD AVENUE & TIDEWATER DRIVE                                                                                                                                                                     ,Thunderstorm (7/11/2015)                                                                            ,Flooded street                                    ,12135481.0001,3482596.125,2015-07-11 14:20:04.000,7/11/2015 ,2015-07-11 14:20:04.000
535,4441,AZALEA GARDEN ROAD & E VIRGINIA BEACH BOULEVARD                                                                                                                                                         ,Thunderstorm (7/11/2015)                                                                            ,Flooded street                                    ,12146311.0001,3479089.50011,2015-07-11 14:24:27.000,7/11/2015 ,2015-07-11 14:24:27.000
536,4442,3800 BLOCK OF E PRINCESS ANNE ROAD                                                                                                                                                                      ,Thunderstorm (7/11/2015)                                                                            ,Flooded street                                    ,12144719.2281,3482703.38477,2015-07-11 14:51:52.000,7/11/2015 ,2015-07-11 14:51:52.000
537,4443,LINDENWOOD AVENUE & TIDEWATER DRIVE                                                                                                                                                                     ,Thunderstorm (7/11/2015)                                                                            ,Flooded underpass                                 ,12135481.0001,3482596.125,2015-07-11 14:54:01.000,7/11/2015 ,2015-07-11 14:54:01.000
538,4444,SAINT JULIAN AVENUE & TIDEWATER DRIVE                                                                                                                                                                   ,Thunderstorm (7/11/2015)                                                                            ,Flooded street                                    ,12134859.9999,3480804.24996,2015-07-11 15:01:18.000,7/11/2015 ,2015-07-11 15:01:18.000
539,4445,AZALEA GARDEN ROAD & E PRINCESS ANNE ROAD                                                                                                                                                               ,Thunderstorm (7/11/2015)                                                                            ,Flooded street                                    ,12145504.5,3483016.37495,2015-07-11 15:14:42.000,7/11/2015 ,2015-07-11 15:14:42.000
540,4447,1100 BLOCK OF GEORGETOWN ROAD                                                                                                                                                                           ,Thunderstorm (7/11/2015)                                                                            ,Flooded street                                    ,12154904.0707,3480753.89614,2015-07-11 15:48:04.000,7/11/2015 ,2015-07-11 15:48:04.000
541,4458,900 BLOCK OF BAGNALL ROAD                                                                                                                                                                               ,09/02/15 (9/2/2015)                                                                                 ,Flooded street                                    ,12133471.296,3478200.46488,2015-09-02 18:42:27.000,9/2/2015  ,2015-09-02 18:42:27.000
542,4468,401 MONTICELLO AVENUE                                                                                                                                                                                   ,unnamed  (9/17/2015)                                                                                ,Flooded street                                    ,12129761.0004,3476951.75059,2015-09-23 14:37:57.000,9/23/2015 ,2015-09-23 14:37:57.000
543,4469,38TH STREET & GRANBY STREET                                                                                                                                                                             ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12131553.0002,3487740.49987,2015-09-24 18:31:50.000,9/24/2015 ,2015-09-24 18:31:50.000
544,4472,9519 17TH BAY STREET                                                                                                                                                                                    ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12155509.6934,3505427.92956,2015-09-25 12:37:39.000,9/25/2015 ,2015-09-25 12:37:39.000
545,4474,6000 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12125322.6638,3493263.67598,2015-09-26 08:46:20.000,9/26/2015 ,2015-09-26 08:46:20.000
546,4475,BOUSH STREET & W OLNEY ROAD,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12129207.0,3478802.50015,2015-09-26 08:48:55.000,9/26/2015 ,2015-09-26 08:48:55.000
547,4476,COLONIAL AVENUE & MASSACHUSETTS AVENUE                                                                                                                                                                  ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12130493.9999,3490264.99998,2015-09-26 11:12:43.000,9/26/2015 ,2015-09-26 11:12:43.000
548,4477,DELAWARE AVENUE & MAYFLOWER ROAD                                                                                                                                                                        ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12129580.0,3489050.37497,2015-09-26 21:18:51.000,9/26/2015 ,2015-09-26 21:18:51.000
549,4478,COLONIAL AVENUE & NEW HAMPSHIRE AVENUE                                                                                                                                                                  ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12130548.9999,3490539.24985,2015-09-26 21:19:24.000,9/26/2015 ,2015-09-26 21:19:24.000
550,4479,COLONIAL AVENUE & MAYFLOWER ROAD                                                                                                                                                                        ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12130548.9999,3490539.24985,2015-09-26 21:19:55.000,9/26/2015 ,2015-09-26 21:19:55.000
551,4480,MAYFLOWER ROAD & NEWPORT AVENUE                                                                                                                                                                         ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12130051.0001,3491198.5001,2015-09-26 21:20:16.000,9/26/2015 ,2015-09-26 21:20:16.000
552,4481,LLEWELLYN AVENUE & W VIRGINIA BEACH BOULEVARD,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12129060.3391,3479121.27531,2015-09-26 21:20:45.000,9/26/2015 ,2015-09-26 21:20:45.000
553,4482,DUKE STREET & W BRAMBLETON AVENUE                                                                                                                                                                       ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12128896.0001,3478030.24998,2015-09-26 21:21:33.000,9/26/2015 ,2015-09-26 21:21:33.000
554,4483,MASSACHUSETTS AVENUE & MAYFLOWER ROAD                                                                                                                                                                   ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12129987.0001,3490389.37498,2015-09-26 21:24:25.000,9/26/2015 ,2015-09-26 21:24:25.000
555,4484,E BRAMBLETON AVENUE & ROSWELL AVENUE                                                                                                                                                                    ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12133142.0,3477128.24999,2015-09-26 21:35:56.000,9/26/2015 ,2015-09-26 21:35:56.000
556,4485,E CHARLOTTE STREET & WALKE STREET                                                                                                                                                                       ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12132635.9999,3476010.99994,2015-09-26 21:36:30.000,9/26/2015 ,2015-09-26 21:36:30.000
557,4486,E CITY HALL AVENUE & TIDEWATER DRIVE                                                                                                                                                                    ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12132506.9999,3474795.99986,2015-09-26 22:13:42.000,9/26/2015 ,2015-09-26 22:13:42.000
558,4489,E CHARLOTTE STREET & TIDEWATER DRIVE                                                                                                                                                                    ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12133208.0,3475787.99985,2015-09-27 10:09:36.000,9/27/2015 ,2015-09-27 10:09:36.000
559,4490,4000 BLOCK OF LLEWELLYN AVENUE                                                                                                                                                                          ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12131066.0,3488820.62506,2015-09-30 11:14:16.000,9/30/2015 ,2015-09-30 11:14:16.000
560,4492,4TH VIEW STREET & W OCEAN VIEW AVENUE                                                                                                                                                                   ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12137042.0,3516670.00002,2015-09-30 23:59:58.000,9/30/2015 ,2015-09-30 23:59:58.000
561,4493,8100 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12120806.0001,3504252.50002,2015-10-01 00:00:58.000,10/1/2015 ,2015-10-01 00:00:58.000
562,4494,BOUSH STREET & W OLNEY ROAD,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12129207.0,3478802.50015,2015-10-01 00:03:57.000,10/1/2015 ,2015-10-01 00:03:57.000
563,4495,BOUSH STREET & W BRAMBLETON AVENUE                                                                                                                                                                      ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12129270.8837,3478040.72856,2015-10-01 00:08:03.000,10/1/2015 ,2015-10-01 00:08:03.000
564,4496,1200 BLOCK OF SURREY CRESCENT                                                                                                                                                                           ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12125136.8959,3493420.34305,2015-10-01 10:29:36.000,10/1/2015 ,2015-10-01 10:29:36.000
565,4497,1300 BLOCK OF SURREY CRESCENT                                                                                                                                                                           ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12124739.4238,3493798.69906,2015-10-01 10:36:14.000,10/1/2015 ,2015-10-01 10:36:14.000
566,4498,1600 BLOCK OF TARRALL AVENUE                                                                                                                                                                            ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12136936.5,3489894.87501,2015-10-01 11:03:33.000,10/1/2015 ,2015-10-01 11:03:33.000
567,4499,GRANBY STREET & LLEWELLYN AVENUE                                                                                                                                                                        ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12131873.0001,3490069.74994,2015-10-01 11:03:49.000,10/1/2015 ,2015-10-01 11:03:49.000
568,4500,6200 BLOCK OF ROLFE AVENUE                                                                                                                                                                              ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12122722.0001,3494481.12513,2015-10-01 11:41:08.000,10/1/2015 ,2015-10-01 11:41:08.000
569,4501,1000 BLOCK OF CAMBRIDGE CRESCENT                                                                                                                                                                        ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12126713.8228,3493655.79379,2015-10-01 11:43:31.000,10/1/2015 ,2015-10-01 11:43:31.000
570,4502,6100 BLOCK OF CARROLL PLACE                                                                                                                                                                             ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12127044.0904,3493485.8832,2015-10-01 11:44:28.000,10/1/2015 ,2015-10-01 11:44:28.000
571,4503,500 BLOCK OF MAYFLOWER ROAD                                                                                                                                                                             ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12130416.5864,3490956.72519,2015-10-01 11:46:36.000,10/1/2015 ,2015-10-01 11:46:36.000
572,4504,600 BLOCK OF MAYFLOWER ROAD                                                                                                                                                                             ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12129445.3751,3491042.12508,2015-10-01 11:47:17.000,10/1/2015 ,2015-10-01 11:47:17.000
573,4505,1500 BLOCK OF CATALPA STREET                                                                                                                                                                            ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12122839.0299,3493368.19707,2015-10-01 11:48:15.000,10/1/2015 ,2015-10-01 11:48:15.000
574,4506,100 BLOCK OF FILBERT STREET                                                                                                                                                                             ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12133321.2599,3496589.47858,2015-10-01 11:51:32.000,10/1/2015 ,2015-10-01 11:51:32.000
575,4507,200 BLOCK OF FILBERT STREET                                                                                                                                                                             ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12134090.4999,3496350.00003,2015-10-01 11:52:22.000,10/1/2015 ,2015-10-01 11:52:22.000
576,4508,COLONIAL AVENUE & MASSACHUSETTS AVENUE                                                                                                                                                                  ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12130493.9999,3490264.99998,2015-10-01 12:10:24.000,10/1/2015 ,2015-10-01 12:10:24.000
577,4509,800 BLOCK OF 51ST STREET                                                                                                                                                                                ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12127292.9707,3490767.44335,2015-10-01 12:14:19.000,10/1/2015 ,2015-10-01 12:14:19.000
578,4510,TIDEWATER DRIVE & RUFFNER STREET                                                                                                                                                                        ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12133384.9999,3476280.87507,2015-10-01 12:50:44.000,10/1/2015 ,2015-10-01 12:50:44.000
579,4511,6500 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12125066.615,3495202.38974,2015-10-01 13:08:06.000,10/1/2015 ,2015-10-01 13:08:06.000
580,4512,6000 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12125322.6638,3493263.67598,2015-10-01 13:23:55.000,10/1/2015 ,2015-10-01 13:23:55.000
581,4513,3530 BAPAUME AVENUE                                                                                                                                                                                     ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12138338.5005,3489193.58254,2015-10-01 13:48:31.000,10/1/2015 ,2015-10-01 13:48:31.000
582,4514,4100 BLOCK OF LLEWELLYN AVENUE                                                                                                                                                                          ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12131229.6331,3489253.6899,2015-10-02 01:10:48.000,10/2/2015 ,2015-10-02 01:10:48.000
583,4515,DUKE STREET & W OLNEY ROAD                                                                                                                                                                              ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12128851.3705,3478992.19514,2015-10-02 01:31:38.000,10/2/2015 ,2015-10-02 01:31:38.000
584,4516,E CHARLOTTE STREET & TIDEWATER DRIVE                                                                                                                                                                    ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12133208.0,3475787.99985,2015-10-02 02:04:39.000,10/2/2015 ,2015-10-02 02:04:39.000
585,4517,E CHARLOTTE STREET & WALKE STREET                                                                                                                                                                       ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12132635.9999,3476010.99994,2015-10-02 02:04:53.000,10/2/2015 ,2015-10-02 02:04:53.000
586,4519,E PRINCESS ANNE ROAD & TIDEWATER DRIVE                                                                                                                                                                  ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12134268.0,3479018.87499,2015-10-02 06:27:39.000,10/2/2015 ,2015-10-02 06:27:39.000
587,4520,6455 KNOX ROAD                                                                                                                                                                                          ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12140572.8414,3493926.47061,2015-10-02 07:38:35.000,10/2/2015 ,2015-10-02 07:38:35.000
588,4522,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE                                                                                                                                                            ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12134007.9999,3478239.25001,2015-10-02 07:49:43.000,10/2/2015 ,2015-10-02 07:49:43.000
589,4523,500 BLOCK OF W LITTLE CREEK ROAD                                                                                                                                                                        ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12130695.0,3500556.87496,2015-10-02 07:50:13.000,10/2/2015 ,2015-10-02 07:50:13.000
590,4524,1029 PHILPOTTS ROAD                                                                                                                                                                                     ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12142686.3615,3494575.64002,2015-10-02 08:43:10.000,10/2/2015 ,2015-10-02 08:43:10.000
591,4526,7948 ARDMORE ROAD                                                                                                                                                                                       ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12142489.0567,3501067.44367,2015-10-02 09:10:57.000,10/2/2015 ,2015-10-02 09:10:57.000
592,4527,300 BLOCK OF E LITTLE CREEK ROAD                                                                                                                                                                        ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12136613.5334,3501468.00149,2015-10-02 09:18:59.000,10/2/2015 ,2015-10-02 09:18:59.000
593,4529,E VIRGINIA BEACH BOULEVARD & PARK AVENUE                                                                                                                                                                ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12136628.5001,3477394.62495,2015-10-02 09:54:39.000,10/2/2015 ,2015-10-02 09:54:39.000
594,4532,E CITY HALL AVENUE & TIDEWATER DRIVE                                                                                                                                                                    ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12132506.9999,3474795.99986,2015-10-02 10:33:37.000,10/2/2015 ,2015-10-02 10:33:37.000
595,4533,9600 BLOCK OF 3RD BAY STREET                                                                                                                                                                            ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12151069.8235,3507674.63222,2015-10-02 11:10:48.000,10/2/2015 ,2015-10-02 11:10:48.000
596,4534,19TH BAY STREET & PLEASANT AVENUE                                                                                                                                                                       ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12156459.7084,3505945.72229,2015-10-02 11:37:02.000,10/2/2015 ,2015-10-02 11:37:02.000
597,4535,9600 BLOCK OF 16TH BAY STREET                                                                                                                                                                           ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12155456.6737,3506460.99848,2015-10-02 11:40:08.000,10/2/2015 ,2015-10-02 11:40:08.000
598,4536,9500 BLOCK OF 13TH BAY STREET                                                                                                                                                                           ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12154219.9863,3506081.83041,2015-10-02 11:44:18.000,10/2/2015 ,2015-10-02 11:44:18.000
599,4537,3200 BLOCK OF PRETTY LAKE AVENUE                                                                                                                                                                        ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12153993.9294,3505915.134,2015-10-02 11:47:33.000,10/2/2015 ,2015-10-02 11:47:33.000
600,4538,DELAWARE AVENUE & MAYFLOWER ROAD                                                                                                                                                                        ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12129580.0,3489050.37497,2015-10-02 11:50:32.000,10/2/2015 ,2015-10-02 11:50:32.000
601,4539,9600 BLOCK OF 4TH VIEW STREET                                                                                                                                                                           ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12136613.9329,3516198.67745,2015-10-02 12:00:19.000,10/2/2015 ,2015-10-02 12:00:19.000
602,4540,11TH STREET & MONTICELLO AVENUE                                                                                                                                                                         ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12130286.0001,3480118.99988,2015-10-02 12:01:17.000,10/2/2015 ,2015-10-02 12:01:17.000
603,4541,WATER STREET & PARK AVENUE                                                                                                                                                                              ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12132139.0,3473795.0,2015-10-02 12:03:09.000,10/2/2015 ,2015-10-02 12:03:09.000
604,4542,35TH STREET & COLONIAL AVENUE                                                                                                                                                                           ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12129703.9999,3486781.74994,2015-10-02 12:06:55.000,10/2/2015 ,2015-10-02 12:06:55.000
605,4543,36TH STREET & COLONIAL AVENUE                                                                                                                                                                           ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12129689.0,3487043.75015,2015-10-02 12:07:28.000,10/2/2015 ,2015-10-02 12:07:28.000
606,4544,E OCEAN VIEW AVENUE & SHORE DRIVE                                                                                                                                                                       ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12157230.0001,3506389.37493,2015-10-02 12:08:38.000,10/2/2015 ,2015-10-02 12:08:38.000
607,4545,HAMPTON BOULEVARD & MAGNOLIA AVENUE,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12125298.5,3492868.74998,2015-10-02 12:11:22.000,10/2/2015 ,2015-10-02 12:11:22.000
608,4546,400 BLOCK OF TIDEWATER DRIVE                                                                                                                                                                            ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12133196.7198,3475469.48639,2015-10-02 12:12:35.000,10/2/2015 ,2015-10-02 12:12:35.000
609,4547,1100 BLOCK OF MONTICELLO AVENUE                                                                                                                                                                         ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12130323.2459,3480254.49505,2015-10-02 12:22:47.000,10/2/2015 ,2015-10-02 12:22:47.000
610,4548,901 MAGNOLIA AVENUE                                                                                                                                                                                     ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12127177.8057,3492384.44488,2015-10-02 12:26:52.000,10/2/2015 ,2015-10-02 12:26:52.000
611,4549,800 BLOCK OF MONTICELLO AVENUE                                                                                                                                                                          ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12130398.6469,3479345.40585,2015-10-02 12:32:11.000,10/2/2015 ,2015-10-02 12:32:11.000
