Time Stamp,Shallow Well_NAVD 88 (ft)
10/01/2013 00:00:00,0.864
10/01/2013 00:02:00,0.864
10/01/2013 00:04:00,0.864
10/01/2013 00:06:00,0.864
10/01/2013 00:08:00,0.864
10/01/2013 00:10:00,0.864
10/01/2013 00:12:00,0.864
10/01/2013 00:14:00,0.864
10/01/2013 00:16:00,0.864
10/01/2013 00:18:00,0.864
10/01/2013 00:20:00,0.864
10/01/2013 00:22:00,0.864
10/01/2013 00:24:00,0.864
10/01/2013 00:26:00,0.872
10/01/2013 00:28:00,0.864
10/01/2013 00:30:00,0.864
10/01/2013 00:32:00,0.872
10/01/2013 00:34:00,0.864
10/01/2013 00:36:00,0.864
10/01/2013 00:38:00,0.864
10/01/2013 00:40:00,0.864
10/01/2013 00:42:00,0.864
10/01/2013 00:44:00,0.864
10/01/2013 00:46:00,0.864
10/01/2013 00:48:00,0.864
10/01/2013 00:50:00,0.864
10/01/2013 00:52:00,0.864
10/01/2013 00:54:00,0.872
10/01/2013 00:56:00,0.872
10/01/2013 00:58:00,0.864
10/01/2013 01:00:00,0.864
10/01/2013 01:02:00,0.864
10/01/2013 01:04:00,0.864
10/01/2013 01:06:00,0.872
10/01/2013 01:08:00,0.864
10/01/2013 01:10:00,0.864
10/01/2013 01:12:00,0.864
10/01/2013 01:14:00,0.864
10/01/2013 01:16:00,0.864
10/01/2013 01:18:00,0.872
10/01/2013 01:20:00,0.872
10/01/2013 01:22:00,0.864
10/01/2013 01:24:00,0.864
10/01/2013 01:26:00,0.864
10/01/2013 01:28:00,0.879
10/01/2013 01:30:00,0.864
10/01/2013 01:32:00,0.864
10/01/2013 01:34:00,0.864
10/01/2013 01:36:00,0.872
10/01/2013 01:38:00,0.872
10/01/2013 01:40:00,0.872
10/01/2013 01:42:00,0.864
10/01/2013 01:44:00,0.872
10/01/2013 01:46:00,0.864
10/01/2013 01:48:00,0.872
10/01/2013 01:50:00,0.872
10/01/2013 01:52:00,0.872
10/01/2013 01:54:00,0.872
10/01/2013 01:56:00,0.872
10/01/2013 01:58:00,0.872
10/01/2013 02:00:00,0.864
10/01/2013 02:02:00,0.872
10/01/2013 02:04:00,0.864
10/01/2013 02:06:00,0.872
10/01/2013 02:08:00,0.864
10/01/2013 02:10:00,0.872
10/01/2013 02:12:00,0.872
10/01/2013 02:14:00,0.864
10/01/2013 02:16:00,0.864
10/01/2013 02:18:00,0.872
10/01/2013 02:20:00,0.864
10/01/2013 02:22:00,0.872
10/01/2013 02:24:00,0.864
10/01/2013 02:26:00,0.872
10/01/2013 02:28:00,0.872
10/01/2013 02:30:00,0.864
10/01/2013 02:32:00,0.864
10/01/2013 02:34:00,0.864
10/01/2013 02:36:00,0.864
10/01/2013 02:38:00,0.929
10/01/2013 02:40:00,0.864
10/01/2013 02:42:00,0.864
10/01/2013 02:44:00,0.864
10/01/2013 02:46:00,0.864
10/01/2013 02:48:00,0.864
10/01/2013 02:50:00,0.864
10/01/2013 02:52:00,0.864
10/01/2013 02:54:00,0.864
10/01/2013 02:56:00,0.872
10/01/2013 02:58:00,0.864
10/01/2013 03:00:00,0.864
10/01/2013 03:02:00,0.864
10/01/2013 03:04:00,0.864
10/01/2013 03:06:00,0.864
10/01/2013 03:08:00,0.864
10/01/2013 03:10:00,0.864
10/01/2013 03:12:00,0.864
10/01/2013 03:14:00,0.864
10/01/2013 03:16:00,0.864
10/01/2013 03:18:00,0.864
10/01/2013 03:20:00,0.864
10/01/2013 03:22:00,0.864
10/01/2013 03:24:00,0.864
10/01/2013 03:26:00,0.864
10/01/2013 03:28:00,0.864
10/01/2013 03:30:00,0.864
10/01/2013 03:32:00,0.864
10/01/2013 03:34:00,0.864
10/01/2013 03:36:00,0.864
10/01/2013 03:38:00,0.864
10/01/2013 03:40:00,0.864
10/01/2013 03:42:00,0.864
10/01/2013 03:44:00,0.864
10/01/2013 03:46:00,0.864
10/01/2013 03:48:00,0.864
10/01/2013 03:50:00,0.864
10/01/2013 03:52:00,0.864
10/01/2013 03:54:00,0.864
10/01/2013 03:56:00,0.864
10/01/2013 03:58:00,0.864
10/01/2013 04:00:00,0.864
10/01/2013 04:02:00,0.864
10/01/2013 04:04:00,0.864
10/01/2013 04:06:00,0.864
10/01/2013 04:08:00,0.864
10/01/2013 04:10:00,0.864
10/01/2013 04:12:00,0.864
10/01/2013 04:14:00,0.864
10/01/2013 04:16:00,0.864
10/01/2013 04:18:00,0.864
10/01/2013 04:20:00,0.872
10/01/2013 04:22:00,0.864
10/01/2013 04:24:00,0.864
10/01/2013 04:26:00,0.864
10/01/2013 04:28:00,0.872
10/01/2013 04:30:00,0.864
10/01/2013 04:32:00,0.864
10/01/2013 04:34:00,0.864
10/01/2013 04:36:00,0.864
10/01/2013 04:38:00,0.872
10/01/2013 04:40:00,0.872
10/01/2013 04:42:00,0.872
10/01/2013 04:44:00,0.872
10/01/2013 04:46:00,0.864
10/01/2013 04:48:00,0.872
10/01/2013 04:50:00,0.872
10/01/2013 04:52:00,0.872
10/01/2013 04:54:00,0.872
10/01/2013 04:56:00,0.872
10/01/2013 04:58:00,0.872
10/01/2013 05:00:00,0.872
10/01/2013 05:02:00,0.872
10/01/2013 05:04:00,0.872
10/01/2013 05:06:00,0.872
10/01/2013 05:08:00,0.872
10/01/2013 05:10:00,0.872
10/01/2013 05:12:00,0.872
10/01/2013 05:14:00,0.872
10/01/2013 05:16:00,0.872
10/01/2013 05:18:00,0.872
10/01/2013 05:20:00,0.872
10/01/2013 05:22:00,0.872
10/01/2013 05:24:00,0.872
10/01/2013 05:26:00,0.872
10/01/2013 05:28:00,0.872
10/01/2013 05:30:00,0.864
10/01/2013 05:32:00,0.872
10/01/2013 05:34:00,0.872
10/01/2013 05:36:00,0.872
10/01/2013 05:38:00,0.872
10/01/2013 05:40:00,0.872
10/01/2013 05:42:00,0.872
10/01/2013 05:44:00,0.872
10/01/2013 05:46:00,0.872
10/01/2013 05:48:00,0.864
10/01/2013 05:50:00,0.864
10/01/2013 05:52:00,0.864
10/01/2013 05:54:00,0.929
10/01/2013 05:56:00,0.879
10/01/2013 05:58:00,0.864
10/01/2013 06:00:00,0.864
10/01/2013 06:02:00,0.872
10/01/2013 06:04:00,0.872
10/01/2013 06:06:00,0.872
10/01/2013 06:08:00,0.872
10/01/2013 06:10:00,0.864
10/01/2013 06:12:00,0.872
10/01/2013 06:14:00,0.872
